hid,title,type,rating,origination,read,last_read,synonyms,mal,anilist,mangaupdates
wR2wvCzy,The Return of the 8th Class Mage,Dropped,0,Manhwa,73,2022-10-09,"Regression of Class 8 Wizard,8클래스 마법사의 회귀,8th Class Magician Returned,Регрессия мага 8-го класса,Revolution of the 8th Class Mage,8 Sınıf Büyücünün Dönüşÿ,Il ritorno del mago di VIII classe,Kembalinya Penyihir kelas,Penyihir Kelas Delapan,回归的8阶魔法师,8 Keullaeseu Mabeobsaui Hoegwi,The Return of the 8th Class Magician,8th-Class Mage Returns,Повернення мага 8-го класу,8-р зэрэглэлийн шидтэний эргэн ирэлт,8クラス魔法使いのやり直し,8級魔法師再臨,Return of the 8th Class Magician,การกลับมาของจอมเวทระดับ 8,El Retorno Del Mago De 8th Clase,8. Sınıf Büyücünün Dönüşü,Le Retour du magicien de classe 8",https://myanimelist.net/manga/148190,https://anilist.co/manga/136331,https://www.mangaupdates.com/series/6dz8zfk
Q9oshXJK,The Esper's Game,Dropped,0,Manhwa,64,2023-08-14,"초인의 게임,Игра сверхчеловека,Superhuman Battlefield,超人游戏,超人遊戲,O Jogo Sobrehumano,Campo de batalla Superhumano,Superhuman's Game,เกมของยอดมนุษย์,超越者バトルに帰還英雄が降臨した",https://myanimelist.net/manga/149463,https://anilist.co/manga/150744,https://www.mangaupdates.com/series/pgg5eya
cjtJxmo5,Jack Be Invincible,Dropped,0,Manhwa,78,2023-08-31,"후작가의 역대급 막내아들,Величайший в истории младший сын маркиза,The Margravial Household's Phenomenal Youngest Son,The Marquess's Youngest Son,Jack Be Invincible,El legendario hijo menor de la casa del marqués,Legendary Youngest Son of the Marquis House,Jack Valentier,The Youngest Son of a Marquis,史上超强小儿子,Des Fürsten verrücktes Nesthäkchen,El Legendario Hijo Menor De La Casa Del Marques,侯爵家の歴代最強の末息子,侯爵家的最強小兒子,Величайший младший сын в истории рода маркиза,สุดยอดลูกชายคนเล็กแห่งตระกูลมาร์ควิส",https://myanimelist.net/manga/150724,https://anilist.co/manga/146712,https://www.mangaupdates.com/series/q0ef7tw
npmWLC36,Demon Devourer,Dropped,0,Manhwa,64,2024-03-06,"재능 삼킨 마법사,El Mago Devorador de Talentos,Talent-Swallowing Magician,Mago Traga-Talentos,有才能的魔法师,Le Dévoreur de démons,才能を喰らった魔法使い,Jaeneung Samkin Mabeopsa,Talent Swallowing Magician,The Mage Who Absorbs Abilities",https://myanimelist.net/manga/149465,https://anilist.co/manga/144079,https://www.mangaupdates.com/series/qvw2hie
Di19IEo5,The Lord of Coins,Dropped,0,Manhwa,101,2023-08-07,"Разве монета лорда не уменьшается?!,영주님의 코인이 줄지 않음?!,คอยน์เจ้าเมืองไม่ลดลงเลย?!,領主様のコインは減らない!?,领主大人的金币用不完,Yeongjunimui Koini Julji Aneum?!,Насколько же богат этот граф?!,The Lord's Coins Aren't Decreasing?!,Does the Lord's Coin Not Shrink?!,Grenzenloser Reichtum,À jamais riche !,El dinero del señor no disminuye,Разве монета Лорда не уменьшается?,領主大人的次元交易戰,Lordun Parası Azalmaz Mı?",https://myanimelist.net/manga/148679,https://anilist.co/manga/133708,https://www.mangaupdates.com/series/kyx126d
O62cvJkV,Kamitachi ni Hirowareta Otoko,Dropped,0,Manga,50,2024-10-03,"Человек, выбранный богами,L’éleveur de slimes dans un autre monde,L’homme ramassé par les Dieux,Милостью богов,神拾之男,神達に拾われた男,El hombre elegido por los dioses,Seorang pria yang dijemput para dewa.,Tanrılar Tarafından Seçilen Adam,Tanrıların Seçtiği Adam,Избранный богами,El hombre que fue recogido por los dioses,ками-тати ни хироварэта оток,الرجل الذي اختارته الآلهة,众神眷顾的男人,眾神眷顧的男人,신들에게 주워진 남자,Kami-tachi ni Hirowareta Otoko,The Man Picked Up by the Gods,Đặc Ân Của Thần,By the Grace of the Gods,Человек поднятый богами,Человек, что избран богами,منتخب خدایان,เพราะพระเจ้าเลือกเลยได้เกิดใหม่มาเลี้ยงสไลม์ในต่างโลก,神拾之男吧,被众神捡到的男孩",https://myanimelist.net/manga/111228,https://anilist.co/manga/101793,https://www.mangaupdates.com/series/ofxwiqj
d32pb4QC,Kill the Dragon,Dropped,0,Manhwa,77,2023-09-13,"킬 더 드래곤,屠龙战争,キル・ザ・ドラゴン,屠龍戰爭,屠龙战争,Kill the Dragon,Asesino de Dragones,Maten al dragon,Kill The Dragon,Kill the Dragon,屠龍戰爭",https://myanimelist.net/manga/148455,https://anilist.co/manga/149624,https://www.mangaupdates.com/series/x5bxsbi
6_bD3LCs,Heavenly Demon Reborn!,Dropped,0,Manhwa,228,2024-03-09,"新马擎天记,新馬擎天記,Kroniki Niebiańskiego Demona,神魔驚天記,신마경천기,Chroniques démoniaques,Хроники Святого Демона,Chronicles of Heavenly Demon,Shinma Gyeongcheongi,The Chronicles of Heavenly Demon,Divine Astonishment,Jinma Gyouten-ki,Shin Makyou Tenki",https://myanimelist.net/manga/147572,https://anilist.co/manga/107518,https://www.mangaupdates.com/series/9bwv7cp
8LfwXi2D,God of Blackfield,Dropped,0,Manhwa,63,2023-04-10,"گاد آف بلک‌فیلد,갓 오브 블랙필드",https://myanimelist.net/manga/147532,https://anilist.co/manga/118267,https://www.mangaupdates.com/series/wlb2ugp
Ob8FXBOR,Martial Peak,Dropped,0,Manhua,3856,2025-11-10,"武炼巅峰,Вершина боевых искусств,Пик боевых искусств,ذروة الفنون القتالية,مارشال بيك,Wu Lian Dianfeng,武煉巔峰,Wǔ Liàn Diānfēng,Võ Luyện Đỉnh Phong,Wu Lian Dian Feng,무련전봉,The Pinnacle of Martial Arts,Вершина бойових мистецтв,Пік бойових мистецтв,武錬天下,Wǔ Liàn Diān Fēng",,https://anilist.co/manga/104494,https://www.mangaupdates.com/series/8xr9kqx
lwcjk9lu,"To Hell With Being a Saint, I'm a Doctor",Dropped,0,Manhwa,55,2023-07-11,"Docteur Alléluia,現代神醫變聖子,성자는 개뿔, 현대의학의 힘이다,Святые – сила современной медицины,Não Tô Nem Aí Pra Ser Um Santo, Eu Sou Um Médico!,The Holy Power of Modern Medicine,圣子是什么狗屁，这是现代医学的力量,転生したら医者から聖者になりました,The Saint Is The Power Of Modern Medicine,Saint Is Bullshit Comparing to the Power of Modern Medicine,Seongja neun Gaeppul, Hyeondae Uihak ui Himida",https://myanimelist.net/manga/153083,https://anilist.co/manga/151212,https://www.mangaupdates.com/series/5pzwznz
xRD_KICr,2-Shuume no Daimadoushi wa Kinsetsu Mahou de Musou Suru,Dropped,0,Manga,42,2025-03-28,"The Second Life of the Archmage Dominates with Close-Range Magic,2周目の大魔導士は近接魔法で無双する,Regression of the Close Combat Mage,A Regressão de um Mago Combatente,近戰魔法師的回歸,Regresión del mago de combate cuerpo a cuerpo,회귀 대마도사의 근접 마법 무쌍",,https://anilist.co/manga/182950,https://www.mangaupdates.com/series/oyaq3a2
brmELxJ4,Taming Master,Dropped,0,Manhwa,101,2023-04-13,"Le Maître Dompteur,테이밍 마스터,Bändigungsmeister,テイミングマスター,Мастер Укрощения,驯兽大师,馴獸大師,El Maestro Domador,The Taming Master",https://myanimelist.net/manga/147949,https://anilist.co/manga/125816,https://www.mangaupdates.com/series/kijn6d5
TYksF_cP,Yāo Shén Jì,Dropped,0,Manhua,448.5,2023-10-09,"TODAG : Tales of Demons and Gods,TODAG,Cuentos de Demonios y Dioses,Fortellinger om Demoner og Guder,Yêu Thần Ký,Клеймо Зловещего Духа,Сказания о Демонах и Богах,妖神记,Yaoshenji,Historias De Dioses Y Demonios,Trach Yeu Ky,Una Vida Del Demonio,TDG,TODG,Tales of Demons and Gods,Legenda Dewa Dan Iblis,เรื่องราวของปีศาจและเทพเจ้า,Pasakojimas apie Demonus ir Dievus,Yao Shen Ji,Yāo Shén Jì,妖神记（全彩）,요신기,Crónicas De Dioses Y Demonios,Contos de Deuses e Demônios,Legenda Dewa Dan Iblis,Pasakojimas apie Demonus ir Dievus,Tale of Demons and Gods,Tales of Demons & Gods,Yao Shen Ji,Yāo Shén Jì,เรื่องราวของปีศาจและเทพเจ้า,妖神记（全彩）,요신기",,https://anilist.co/manga/86707,https://www.mangaupdates.com/series/kfqq1qc
X5yImmVV,Lucky Striker,Dropped,0,Manhwa,36,2022-09-22,"운빨,Удача,Lucky Striker,Híper Suerte,Hyper Luck,幸運玩家,欧皇开局我无敌！,Luck (ZOD),スライム掃除屋だったはずが、伝説のジョブを手に入れました",https://myanimelist.net/manga/151627,https://anilist.co/manga/150318,https://www.mangaupdates.com/series/1ekkz6b
fqj0I1TJ,Reincarnated as an Unruly Heir,Dropped,0,Manhwa,76,2023-04-01,"重生不良小教主,Reencarné como el heredero loco,Vice-Lord's Rebirth,I Reincarnated as the Crazed Heir,ハチャメチャ魔教の小教主に転生した件,重生不良少教主,Реинкарнация в безумного наследника,망나니 소교주로 환생했다,El regreso del Demonio Loco,Mangnani Sogyojuro Hwansaenghaetda,เกิดอีกทีเป็นว่าที่ประมุขลัทธิมาร,Reencarnando como o Herdeiro Louco",https://myanimelist.net/manga/148512,https://anilist.co/manga/138397,https://www.mangaupdates.com/series/0o0aeiq
6d9gO08V,Estio,Dropped,0,Manhwa,63,2023-01-08,"利沙度,读心少年利沙度,에스티오,Эстио,異能力者エスティオ,Éstio",https://myanimelist.net/manga/148963,https://anilist.co/manga/144767,https://www.mangaupdates.com/series/6dd1jtu
a82cXrxA,The Live,Dropped,0,Manhwa,146,2023-04-25,"더 라이브,زنده,Система Жизни,THE LIVE〜未来からの日記〜,异世界开挂升级中,保命日記",https://myanimelist.net/manga/147646,https://anilist.co/manga/118608,https://www.mangaupdates.com/series/4gb8inr
edEvl1tD,Gourmet Gaming,Dropped,0,Manhwa,120,2022-11-09,"I Level Up, by Eating!,Leveling Up through Eating,Meshi Dake Kutte Level Up,밥만 먹고 레벨업,Leveling Up, by Only Eating!,Babman Meoggo Lebel-eob,Bamman Meokgo Level Up,飯だけ食ってレベルアップ,吃貨的私房升級餐,Поднятие уровня с помощью еды,กินจุทะลุเลเวล,Leveling Up, Only by Eating,I Eat, to Level Up!,我靠美食来升级",https://myanimelist.net/manga/147731,https://anilist.co/manga/119143,https://www.mangaupdates.com/series/e37gqys
nUSlDnnQ,Surviving As a Fish,Dropped,0,Manhwa,29,2023-02-03,"Reincarnated As a Fish,물고기로 살아남기,Survivre en tant que poisson,ปลาตัวนี้ต้องรอด,転生したら魚になった,물고기로 살아남기!,Surviving as a Fish",https://myanimelist.net/manga/151585,https://anilist.co/manga/152891,https://www.mangaupdates.com/series/gkgv4rz
PpWK34By,The Veteran Healer Is Overpowered,Dropped,0,Manhwa,44,2025-06-22,"The Veteran Healer is Too Strong,고인물 힐러가 너무 강하다,The Late Game Healer Is Way Too Strong,Перерожденный целитель слишком силен,The Overpowered Veteran Healer,归来的大佬是满级疯狗,超強補師異世界歸來,The Veteran Healer Is Overpowered,ฮีลเลอร์ตัวพ่อขอฟาดเรียบ,归来的大佬是满级疯狗,超強補師異世界歸來,Goinmul Healer ga Neomu Ganghada",https://myanimelist.net/manga/178738,https://anilist.co/manga/188215,https://www.mangaupdates.com/series/mvvxdnp
znHc0fx6,Dao of the Bizarre Immortal,Dropped,0,Manhua,45,2025-07-25,"道诡异仙,Dao do Imortal Bizarro,Đạo Quỷ Dị Tiên,Dao del inmortal bizarro,Abnormal Immortal Record of Spooky Daoist,The Unruly Immortals,The Path of Weird Immortals",,https://anilist.co/manga/185572,https://www.mangaupdates.com/series/rmqth2f
P12YuITM,Goblin's Ascent: From Loser to Winner,Dropped,0,Manhua,59,2025-06-11,"ゴッドゴブリン〜異世界で始まる無双ライフ〜,God Goblin: Isekai de Hajimaru Musou Life,From Goblin to Goblin God,从哥布林到哥布林神,Cong Ge Bu Lin Dao Ge Bu Lin Shen,Goblin's Life Simulator,Goblin's Ascent: From Loser to Winner,Chuyển Sinh Thành Goblin,Từ Goblin Thành Thần Goblin,GOBLIN RUCHACZ",,https://anilist.co/manga/181545,https://www.mangaupdates.com/series/vzfwtjs
_9xY2d7C,Trauma Center: Golden Hour (The Trauma Code),Plan to Read,0,Manhwa,,0000-00-00,"外傷重症中心：黃金救援,Golden Hour ชั่วโมงโกงความตาย,Травматологический Центр Доктора Пак Кан Хёк,Héroes de guardia,The Trauma Code,重症外傷センター：ゴールデンアワー,The Trauma Code: Heroes on Call,Severe Trauma Center: Golden Hour,Trauma Center,중증외상센터,중증외상센터 : 골든 아워,生死急诊科",https://myanimelist.net/manga/139468,https://anilist.co/manga/127483,https://www.mangaupdates.com/series/o8lf49b
6oo79XGc,Dungeon Meshi,Plan to Read,0,Manga,,0000-00-00,"Gloutons et Dragons,Požemio Maistas,Tragones y Mazmorras,สูตรลับตำรับดันเจียน,ダンジョン飯,舌尖上的地下城,迷宫饭,Zindan Yemeği,Подземелье вкусностей,Mỹ Vị Hầm Ngục,Смаколики в підземеллі,Delicious in Dungeon,Comida de Mazmorra,Подземное питание,สูตรลับตำรับดันเจียน (Dexpress),던전밥,Dungeon Meals",https://myanimelist.net/manga/85781,https://anilist.co/manga/86082,https://www.mangaupdates.com/series/8rowciu
6AQfoovC,The Unrivaled Villain,Plan to Read,0,Manhwa,,0000-00-00,"The Villain Is Unparalleled,The Villainous Warrior,Peerless Villain,agyeogmussang,악역무쌍,Villain Unrivaled,Villainously Peerless,悪役無双,惡役無雙,最强反派魔教纨绔",https://myanimelist.net/manga/169244,https://anilist.co/manga/160605,https://www.mangaupdates.com/series/nhpli9w
HBadpMNa,The Legendary Beasts Animal Hospital,Plan to Read,0,Manhwa,2,2023-05-15,"접경지역의 동물병원,Ветклиника на грани миров,交界地帶的動物醫院,An Animal Hospital in the Border Area,An Animal Hospital Near The Border Area,La vétérinaire des créatures mythiques",https://myanimelist.net/manga/151535,https://anilist.co/manga/143373,https://www.mangaupdates.com/series/nff8cvo
llrr2whn,A True Doctor,Plan to Read,0,Manhwa,,0000-00-00,"닥터 최태수,Dr.有明〜名医の覚醒〜,Dr. Choi Tae-Soo,Доктор,神醫崔泰秀,คุณหมอชเวแทซู,Dr. Choi : un chirurgien légendaire,Dokter Choi Tae-soo,Dr.有明,医生崔泰秀",https://myanimelist.net/manga/149281,https://anilist.co/manga/135401,https://www.mangaupdates.com/series/cpc0lty
